id,user,created_at,text
1048662597569060866,Rahul Nambiar,Sat Oct 06 19:53:41 +0000 2018,@juanmata8 is so tidy on the ball. We’ve often lacked that in the final third. Great FK as well #mufc
1048662587733422084,Andy🔴⚪⚫🔰,Sat Oct 06 19:53:38 +0000 2018,Shame now that all momentum from that win will be gone because of another bloody international break. Loved Jose's… https://t.co/ne0enKHixb
1048662585057234944,,Sat Oct 06 19:53:38 +0000 2018,"Football bloody hell! 🔥
#MUNNEW #MUFC #Mourinho #MourinhoIn"
1048662580078759943,The Sulkier Clown 🍊,Sat Oct 06 19:53:36 +0000 2018,#GTFC playing like Juve. #MUFC epic victory. Anniversary of Sir Bobby's first game and THAT goal by Becks. #Aquaman… https://t.co/VgIabscNfN
1048662577977257984,Michael Johnstone,Sat Oct 06 19:53:36 +0000 2018,"Great comeback, #MUFC! Brilliant second half. Passion, commitment, urgency, pride. Push on now. Let's see all of th… https://t.co/Fyo0lovMZE"
1048662553470152705,Qscript,Sat Oct 06 19:53:30 +0000 2018,I love my club 😭😭😭❤️#GGMU #MUFC
1048662529537392641,Navin Mirpuri,Sat Oct 06 19:53:24 +0000 2018,"I fucking love this club because of nights like this , back against the wall and u come out swinging 💓 @ManUtd #MUFC #nevergiveup"
1048662516677709824,RELOADED,Sat Oct 06 19:53:21 +0000 2018,The match winner #MUFC https://t.co/oMxXzPVDgE
1048662507836071939,Aramide Oladipo,Sat Oct 06 19:53:19 +0000 2018,Worse possible game for #mufc after the break at Stamford Bridge where they’ve won just two #PL games there in 16 y… https://t.co/pIL2Ia61tC
1048662503893479424,J.Reddig,Sat Oct 06 19:53:18 +0000 2018,What a comeback win!!! #ManchesterUnited #MUFCvNUFC #MUFC
1048662487367921664,Danny Keogh,Sat Oct 06 19:53:14 +0000 2018,"Sad Geordie bastard and a SHITE football teeeeaaamm

#MUFC #LUHG"
1048662484385714177,Susan Shrestha,Sat Oct 06 19:53:14 +0000 2018,"This might be the spark that's needed to start the fire. Hopefully, this is the turn around. There will be bad resu… https://t.co/JTaqt5fqSp"
1048662469902827520,Liam McCann,Sat Oct 06 19:53:10 +0000 2018,"Massive result!, for me today it was sack him or give him 2 years no matter what hes staying 100% that will soon pu… https://t.co/6W6hIP6Iew"
1048662443021357057,Rohan Tondulkar,Sat Oct 06 19:53:04 +0000 2018,@UnitedStandMUFC Isn't that what even Fergie would do if we are 2-0 down? All out attack is what it meant and 3 goa… https://t.co/3PP54Gm0Fi
1048662431596257281,🇾🇪Shiven Nayager🔰,Sat Oct 06 19:53:01 +0000 2018,It's very hard to climb down from this energy... 😤 #mufc
1048662425204088835,James Allcott,Sat Oct 06 19:53:00 +0000 2018,"NEW VIDEO 🎥🔥

SANCHEZ SAVES BRAVE MOURINHO | INSTANT MATCH REACTION

➡️ https://t.co/foJwm3srLo

#MUNNEW #mufc #nufc https://t.co/sUO9YVg3bD"
1048662425191567361,Brian Ramos14,Sat Oct 06 19:53:00 +0000 2018,Will José Mourinho still gonna play Mctominay as CB ? 🤷 #mufc
1048662398821961729,Kofi J,Sat Oct 06 19:52:53 +0000 2018,I’m surprised United fans are making noise about a game we should be winning hands down. It’s Newcastle for gods sa… https://t.co/2IaL2i5flM
1048662390064275456,Aditya,Sat Oct 06 19:52:51 +0000 2018,"We needed a 90th minute winner to beat Newcastle, 19th in the league with just 2 points and most people are getting… https://t.co/POHcK8VjPX"
1048662382904528896,Philip Lavin,Sat Oct 06 19:52:49 +0000 2018,The fans today backed Jose and the players from start to finish. Brilliant from the fans and a great comeback. We fight on #UTFR #MUFC
1048662371827367936,Leonard Odicean,Sat Oct 06 19:52:47 +0000 2018,#Mourinho is right to think that he is being blamed for #Brexit  talks going wrong. The characterisation of contine… https://t.co/bhLkOcB3BC
1048662365003304961,Jess Armstrong,Sat Oct 06 19:52:45 +0000 2018,Hopefully that is the spark we need to get the season back on track!! Come on you reds!! @ManUtd #MUFC #MUNNEW #comeonyoureds
1048662361580687360,Iain Thomson,Sat Oct 06 19:52:44 +0000 2018,Thank God I don't tweet at half time 😬😅 #UTFR #mufc
1048662358002999297,Stuart,Sat Oct 06 19:52:44 +0000 2018,Let’s go!!! Now let’s carry on with passion!!!!!! #mufc https://t.co/zWZqTdUB5q
1048662350629355520,Fredo⚽,Sat Oct 06 19:52:42 +0000 2018,Y’all thought United were gonna give up didn’t y’all #MUFC 🔴⚫️🔴⚫️👹 https://t.co/GiEUq115Hf
1048662326717681665,#IsaacAyzo,Sat Oct 06 19:52:36 +0000 2018,Never give up #MUFC https://t.co/gopdtcuVNy
1048662316764598279,J.A.O,Sat Oct 06 19:52:34 +0000 2018,It's not happened for him since he's joined but one thing you can never fault in Sanchez is his attitude. Delighted… https://t.co/l17Kjuv5gj
1048662312108920835,Jean-Pierre Mouttet,Sat Oct 06 19:52:33 +0000 2018,That come back pissed me off as much as it made me happy because how we played to come back is how we should play f… https://t.co/n5pEFQi1Ke
1048662302080286721,Grant Nichols,Sat Oct 06 19:52:30 +0000 2018,How about that Hahahah !!! #MUFC https://t.co/4pIcHizvUD
1048662283856109568,Duke Mugerwa Ahmed,Sat Oct 06 19:52:26 +0000 2018,"Fellaini: “The first half was a difficult moment for us, but we were more aggressive in the second half and we play… https://t.co/rzMz9ZifI7"
1048662278105702401,Niamh Kat Kinsella,Sat Oct 06 19:52:24 +0000 2018,"To Match of the Day or not to Match of the Day...... that is the question...
Regards, confused #MUFC fan. https://t.co/sf6h3fX1Gl"
1048662257180266496,Dale Kopping,Sat Oct 06 19:52:19 +0000 2018,Our take on a dramatic comeback win is a must-read! #MUFC
1048662174791393280,Man United News,Sat Oct 06 19:52:00 +0000 2018,"Lukaku on the come back, team spirit and Alexis Sanchez #mufc 
https://t.co/iwLW9fWtPq"
1048662157901156358,Tom Hunter,Sat Oct 06 19:51:56 +0000 2018,What a win!!! Come on Lads #MUFC
1048662155183177728,LordScott,Sat Oct 06 19:51:55 +0000 2018,"The same with Jose Mourinho, his style of play is NOT the Manchester United way but I believe if we backed him we’d… https://t.co/Xz5Dl1REKL"
1048662149885648896,varun desikan,Sat Oct 06 19:51:54 +0000 2018,Definite Motm performance. Proving again why he is leaps and bounds ahead of other players that we have. One… https://t.co/QJklXdlYu9
1048662139764953089,Vivian Noronha,Sat Oct 06 19:51:51 +0000 2018,True underdog stories today with #MUFC and Alaves both beating teams far better than them #MUNNEW #AlavesRealMadrid
1048662131493756928,Seb Williams,Sat Oct 06 19:51:50 +0000 2018,So glad to see Martial looking like he cares. Seriously hope that Martial Pogba Sanchez and Lukaku can kick on afte… https://t.co/wqgRBDYmzj
1048662128054259712,Rohan Tondulkar,Sat Oct 06 19:51:49 +0000 2018,Top class support to players and manager even after going 2-0 down! Our fans at OT amongst the best! #MUFC #MUNNEW https://t.co/OyVCOCLXyW
1048662111507894279,Ryan Muff,Sat Oct 06 19:51:45 +0000 2018,"Good to see fight, determination, passion and most of all attacking play. Whatever happens we need this mentality r… https://t.co/WJ5QBrbLui"
1048662077165002754,Lars Magnus Igland Røys,Sat Oct 06 19:51:37 +0000 2018,"#2PL: 🔴 #MUFC 3-2 #NUFC ⚪️⚫️

One of the most incredible matches I have been to. The build-up, the comeback, the at… https://t.co/4V239I0OEu"
1048662037109399554,Tobi,Sat Oct 06 19:51:27 +0000 2018,"At this rate, likely Madrid and Bayern will wield the AXE before United.
#MUFC"
1048661983522902018,Ty Goddard,Sat Oct 06 19:51:14 +0000 2018,@jonathansimons Today seemed an amazing match. Can you imagine the atmosphere..? #mufc are my childhood team and th… https://t.co/FceeqdT6ik
1048661958986063872,Sabikun Sami,Sat Oct 06 19:51:08 +0000 2018,"You're just too good to be true.
  Can't take my eyes off you. 
 You'd be like Heaven to touch
  I wanna hold you s… https://t.co/WUYnzCXtz2"
1048661953772769283,Tom Pipkin🍌,Sat Oct 06 19:51:07 +0000 2018,Old Trafford alive again🙌🏼 #mufc https://t.co/Frfgw95ZE7
1048661944218128384,Kerry Louise,Sat Oct 06 19:51:05 +0000 2018,"We will always be behind the players and manager, we will stick with them win, lose or draw #mufc https://t.co/OF3ars4INF"
1048661934827102208,TheRedDevil,Sat Oct 06 19:51:03 +0000 2018,"Jose was emotional tonight, it shows he cares 

My heads spinjing what this club needs 

#MUFC"
1048661914916728833,James Howett 🔰,Sat Oct 06 19:50:58 +0000 2018,"@rioferdy5 You get in the hot seat @rioferdy5 or Scholesy, you think you know better than José with this ownership… https://t.co/bgkUURZkBD"
1048661910781091842,Andy Leonard,Sat Oct 06 19:50:57 +0000 2018,@LiamPaulCanning Ehhhhhh lads....... @D_DeGea saved our arses in the first half.. NUFC should have been 4 or 5 nil… https://t.co/2QVITvayPb
1048661907417325568,Paul S,Sat Oct 06 19:50:56 +0000 2018,What I’m struggling with is WTF has happened to Eric Bailly? Last year he looked like the best CB in the league. Th… https://t.co/s9drSjAucS
1048661900320497664,Salih Moustafa,Sat Oct 06 19:50:54 +0000 2018,Made up!..can watch Match of the Day first time in about 2 months!! #MUFC #MOTD
1048661886089216001,King Liudeen,Sat Oct 06 19:50:51 +0000 2018,That rival fans are now trending #MourinhoIN tells you all you need to know about what the football world thinks of… https://t.co/cxlmIa12nl
1048661885933871104,United Always,Sat Oct 06 19:50:51 +0000 2018,"""He’s got no chance – he’s a midget,"" Sir Alex Ferguson on Paul Scholes when he started out. You turned out alright… https://t.co/j7oMDXRWEu"
1048661877943934976,JK,Sat Oct 06 19:50:49 +0000 2018,"So I’m guessing your going all out to get Real’s Boss sacked or is it only Jose you want out ?? @DiscoMirror 

#mufc https://t.co/FHlSuWX8ia"
1048661873678331904,Chorlton Saint,Sat Oct 06 19:50:48 +0000 2018,"Dave has THAT face.
‘Our Benidorm hell! Hotel was full of Spanish holidaymakers’
#MUFC https://t.co/gpNmIm92jl"
1048661871585312770,H,Sat Oct 06 19:50:48 +0000 2018,That's more like it (second half) #mufc
1048661867332358146,Oladapo Adisa,Sat Oct 06 19:50:47 +0000 2018,Word! @rioferdy5 #MUFC https://t.co/jKBAYEcic6
1048661858096500736,TeddyFeed,Sat Oct 06 19:50:44 +0000 2018,So why do dogs always feel that urge of biting? Learn from the experts here https://t.co/B3usk4cyq1 #dogs #pets… https://t.co/OvV0c6OfPq
1048661855114338305,Nataly Antar,Sat Oct 06 19:50:44 +0000 2018,"THIS MAN ❤ ALL THAT MATAS 🔴

@juanmata8 @ManUtd 

#mufc #MUNNEW https://t.co/SWnFbeVaq1"
1048661850538332161,Being Sol,Sat Oct 06 19:50:43 +0000 2018,"If @ManUtd play the rest of the season like we did in this second half we will be just fine .. there was heart, pas… https://t.co/TftpWq56Dl"
1048661827872333826,Olaide Olatundun,Sat Oct 06 19:50:37 +0000 2018,Why is everyone carried away by this win against a winless team in the league. Let's see how the matches against Ch… https://t.co/kyhkK33WYT
1048661815532670976,EBs,Sat Oct 06 19:50:34 +0000 2018,"I got mad at #MUFC and stopped watching after 9mins. 
Biggest mistake and I’m very sorry."
1048661810029776897,Mohanad,Sat Oct 06 19:50:33 +0000 2018,"Dear #Mourinho
if the board decide to keep you after this comeback, i hope you learned the lesson well, don't play… https://t.co/RgbVcpUkR9"
1048661793843736576,Kyra_MUFC🔴,Sat Oct 06 19:50:29 +0000 2018,"#LoveUnitedHateTheGlazers

 Retweet to get this to get this trending &amp; show the board who we actually support. #MUFC #GGMU"
1048661760801218561,Marv Souta,Sat Oct 06 19:50:21 +0000 2018,@paulpogba what a player #Mufc
1048661754484588545,Busayo Durojaye,Sat Oct 06 19:50:20 +0000 2018,"Mood.

#MUFC https://t.co/5BC1cAMIcC"
1048661731940163584,Docas Manuel,Sat Oct 06 19:50:14 +0000 2018,#mufc do the honourable thing let #Mourinho leave on high an get rid. Cheers
1048661729427767296,Renate Walle,Sat Oct 06 19:50:14 +0000 2018,Still buzzing... big job from The team today..#MUFC #ManUtd #passion #team
1048661722209431553,Krïs Hállàm,Sat Oct 06 19:50:12 +0000 2018,If some of those players were trying to get the guy sacked then who can blame them? It’s not like a normal job wher… https://t.co/gmFIje6z6w
1048661695315529729,Asam,Sat Oct 06 19:50:06 +0000 2018,"Nothing beats limbs everywhere, people ending up rows down and on the floor. NOTHING. UP THE FUCKING REDS!!! 🔴🔴🔴 #MUFC #MUNNEW"
1048661674901884933,The Manutd Stand,Sat Oct 06 19:50:01 +0000 2018,"One Man United fan goes viral after he left the Newcastle game very early
https://t.co/j7U5z4ertQ
#MUFC #ManUnited"
1048661618941411329,🇳🇬president(under construction)229🎈,Sat Oct 06 19:49:47 +0000 2018,"@paulpogba  and @juanmata8 😍😍 daddies
#MUFC
#MUNNEW"
1048661607088369670,Kevin Palmer,Sat Oct 06 19:49:44 +0000 2018,Rio Ferdinand comments on Jose Mourinho continued after the post game analysis in BT Sport. He is spot on in his co… https://t.co/AnLegu35x2
1048661600041951232,Callum,Sat Oct 06 19:49:43 +0000 2018,"Great to see the celebration police out in force 🚔🚔🚔
#MUFC #MUNNEW"
1048661597382742016,Aaron Griffiths,Sat Oct 06 19:49:42 +0000 2018,Genuinely think that today’s half time may have saved mourinho’s job there. Actually showed passion for the whole second half. #mufc
1048661589061242882,Rakesh Mehta,Sat Oct 06 19:49:40 +0000 2018,Yesterday it was about sacking him. Today it’s let’s stick with Jose day #ficklefans #MUFC
1048661580991397890,Average Striker,Sat Oct 06 19:49:38 +0000 2018,"'Pinch me Rom, I think I've just fucking scored!' #MUFC #MUNNEW https://t.co/76sqEO80vp"
1048661573647065088,rocky,Sat Oct 06 19:49:37 +0000 2018,Football bloody hell⚽️⚽️⚽️💖...come on #MUFC
1048661565808005120,Brian Ramos14,Sat Oct 06 19:49:35 +0000 2018,"If @paulpogba and Matic become discipline and work hard every game we could still finish in top 4 , I don't think t… https://t.co/NmMKV1eKR4"
1048661546233028608,⚽G£N€RALISARED🔴⚽,Sat Oct 06 19:49:30 +0000 2018,Scholes on Mourinho: “He’s showed us that he can take the pressure but I don’t really like what what he said about… https://t.co/yJ02GmJJ5e
1048661521893478401,AVINASH KRISHNAN T,Sat Oct 06 19:49:24 +0000 2018,Thank you boys for another wonderful game. Brings back memories 😍 #MUFC
1048661515081928704,D_ManUtd,Sat Oct 06 19:49:23 +0000 2018,"Jose must have said something special in the dressing room for that comeback. 

#mufc #manutd #jose"
1048661481234059265,Sophie’s Rose,Sat Oct 06 19:49:14 +0000 2018,Jose told the players to give their 100% and it was an impressive comeback. I’m guessing their 100% is not his clas… https://t.co/zKihOLzq5a
1048661473407488002,Serbian Wall,Sat Oct 06 19:49:13 +0000 2018,"@ManUtd When the team loses, players are at fault not the manager. When the team cruises to victory, manager gets a… https://t.co/vZNPcoDPHz"
1048661422148861952,Canvas Prints R Us,Sat Oct 06 19:49:00 +0000 2018,"Still available for just £1 each #mufc fans

REDUCED TO CLEAR

https://t.co/1kozxZoDLo

#MUFC_Family #mufcfamily… https://t.co/VyXfDT3hfW"
1048661401261228035,Carlos Aylagas,Sat Oct 06 19:48:55 +0000 2018,THIS IS MANCHESTER UNITED. Keep it like that guys!!! #ggmu #mufc
1048661375462113281,Joseph Muchoki,Sat Oct 06 19:48:49 +0000 2018,That old Trafford crowd was superb today....and Jose is really a blessed human being #MUFC
1048661367341821952,Faisal Mushtaq,Sat Oct 06 19:48:47 +0000 2018,"In between #desires and debacles, hope is the only path which aligns rightly with the #goals of life.… https://t.co/4iCMlLMzxu"
1048661314980237312,Dr moks,Sat Oct 06 19:48:35 +0000 2018,"If you were a true Red Devil as in a true fan to the blood,  somewhere somehow during the match, you will still thi… https://t.co/pa4lZk9XNh"
1048661297464823809,Ryan Mc Callion,Sat Oct 06 19:48:31 +0000 2018,@shimboi unreal lad! fucken quality!!  stretford end was fucken bouncing lad!! #united #MUFC
1048661268733878272,Jersey Football Mag,Sat Oct 06 19:48:24 +0000 2018,"⏰ A 30sec Read ⏰

📣 Here's What Jose Said To His Team in the Half Time

The Insider👉https://t.co/tLw8A3nV37

#MUFC… https://t.co/0TKsayIY1C"
1048661262002003968,AJ,Sat Oct 06 19:48:22 +0000 2018,"How good was Martial today?!

Fucking amazing

#mufc #joseout"
1048661259527307266,Rants N Bants,Sat Oct 06 19:48:22 +0000 2018,All u man that were tryna come for MY GUYS #Martial &amp; #Pogba my mentions are open 🤣🤷🏾‍♂️ #levels #mufc
1048661253760192512,GPN Sport,Sat Oct 06 19:48:20 +0000 2018,"Jose Mourinho believes there is ""too much wickedness"" in football.

https://t.co/Mk3YfXMhB2 #MUFC #MUNNEW https://t.co/Oar8GgLMKX"
1048661216288235521,Ciardozzi,Sat Oct 06 19:48:11 +0000 2018,Our take on a dramatic comeback win is a must-read! #MUFC
1048661199120822272,Qwesi 🇨🇦🇬🇭,Sat Oct 06 19:48:07 +0000 2018,"We need structure and a playing philosophy. Our rivals are playing much better, we must look to be more entertainin… https://t.co/p5n1dmuqVP"
1048661194784104449,James Mwangi,Sat Oct 06 19:48:06 +0000 2018,@OptaJoe Scholesy almost always ran rampant against #NUFC @StJames . I remember a particulat 6-2 drubbing. #MUFC
1048661177470013440,@MUS+T,Sat Oct 06 19:48:02 +0000 2018,got to love @rioferdy5 love for #MUFC #United #MANNEW https://t.co/qhvx5CBc3r
1048661160642465794,mufc author,Sat Oct 06 19:47:58 +0000 2018,"@MiguelDelaney Spoke a little too quickly there, I see. Twit. #MUFC"
1048661124814688256,Wayne Towle,Sat Oct 06 19:47:49 +0000 2018,@pgaskell13 I bet we are on first 👿⚽😃 #mufc
1048661120209367040,mariah ◟̽◞̽,Sat Oct 06 19:47:48 +0000 2018,all i’m going to say is i love manchester united with a passion. big three points lads❤️ #MUFC @ManUtd
1048661113821229056,Md.Faruq Hossain,Sat Oct 06 19:47:47 +0000 2018,"Check it out! I will set up #localSEO to boost your #business to the google... for $20 on #Fiverr #business
contact… https://t.co/MfdLQEzrJN"
1048661107504762880,BBC 5 Live Sport,Sat Oct 06 19:47:45 +0000 2018,"This is what @RobbieSavage8 said when #MUFC were 2-0 down to #NUFC at Old Trafford 🔮

⚽️ 70' Mata
⚽️ 76' Martial… https://t.co/dN9w8PCHHB"
1048661062206328833,ian watts,Sat Oct 06 19:47:35 +0000 2018,No matter what people say about Pogba he is world class #mufc
1048661035211735041,Raymond Galvin,Sat Oct 06 19:47:28 +0000 2018,"Alexis Sanchez = Mark Robins...
In Jose We Trust. #MUFCvNUFC #MUFC #goonmyson"
1048661031726137344,Paschal 🇳🇬,Sat Oct 06 19:47:27 +0000 2018,"Dear bitches, We're back on track. #MUFC"
1048661031390732290,Mamadou Samaké,Sat Oct 06 19:47:27 +0000 2018,@sisasow The greatest #MUFC
1048661025929744384,Vikram Shankar,Sat Oct 06 19:47:26 +0000 2018,What can't we play like how we played in the 2nd half every fucking week #MUFC
1048661016807133184,Jon Gibbons,Sat Oct 06 19:47:24 +0000 2018,"That was hard work but wow what a win!!! Need a lie down after that one, phew!!! Get in @ManUtd #mufc #MUNNEW… https://t.co/DYTqWnzu3Q"
1048661002483429377,Manchester United,Sat Oct 06 19:47:20 +0000 2018,Our take on a dramatic comeback win is a must-read! #MUFC
1048660974029422593,BeanymanSports,Sat Oct 06 19:47:14 +0000 2018,VIDEO - Manchester United 3-2 Newcastle - Rafa Benitez  Full Post Match Press Conference - Premier League… https://t.co/ITcC5fYeLv
1048660973618249728,Rizki Pratama Putra,Sat Oct 06 19:47:13 +0000 2018,"comeback is real brother
#MUFC 3-2 #NUFC 
#ggmu #unitedday #MUNNEW"
1048660940319858689,Duke Mugerwa Ahmed,Sat Oct 06 19:47:06 +0000 2018,"Mourinho:

""They gave me contract until July 2020. I have a contract to 2020, I didn't point a pistol at them. They… https://t.co/61j1RB81dM"
1048660884363628545,Red Lester 🌟🌟🌟,Sat Oct 06 19:46:52 +0000 2018,The look on Fergies face today makes the heart sing!!!  #MUFC https://t.co/Lmiqxzp53M
1048660873206800386,Derek Brown,Sat Oct 06 19:46:50 +0000 2018,@NothingButFaxx I agree.... been feeling so blah about Unuted lately..! But after those goals went in u realise tha… https://t.co/7vwcMQ9O5X
1048660858014982145,Gary Goodinson,Sat Oct 06 19:46:46 +0000 2018,No no no Stan.. this is comical gold and must be allowed to go on for a full season. They deserve to have some shit… https://t.co/lctf0TJ7Q8
1048660847780925440,Scott Wilson,Sat Oct 06 19:46:43 +0000 2018,REACTION: Rafael Benitez - 'We couldn't handle Manchester United's grandstand finish'.... #NUFC #MUFC https://t.co/MShD4Vc25x
1048660834107510785,Glen Copping,Sat Oct 06 19:46:40 +0000 2018,@paulpogba brilliant today bro #MUFC absolutely world class
1048660811206410240,Qwesi 🇨🇦🇬🇭,Sat Oct 06 19:46:35 +0000 2018,Funny how all united fans who were saying JoseOut now are saying support the manager. Another poor game and we will… https://t.co/Siyi0kY6BZ
1048660778054832128,Stephen Smith,Sat Oct 06 19:46:27 +0000 2018,"Football bloody football!! That was stressful, we were so poor in the first half, but there were spells in the 2nd… https://t.co/0CZ30kRRQS"
1048660753329344513,Eman AlJishi,Sat Oct 06 19:46:21 +0000 2018,"“it is not about me, it is about the football club they love and the football club we represent with honour and dig… https://t.co/4IVFR2aL2b"
1048660750733008896,Nick,Sat Oct 06 19:46:20 +0000 2018,"Diogo next time you start as RB instead of Ashley Young

Will you?

PLEASE🙏🙏🙏

#MUFC #GGMU #mourinho #mulive #MUTV… https://t.co/BgwXGWmIZS"
1048660727001694208,BBC RM Sport,Sat Oct 06 19:46:15 +0000 2018,Our reporter @billrice23 with his thoughts on #MUFC coming back to win and Jose Mourinho https://t.co/UT0t6IpA13
1048660725466615808,Amro Shawli,Sat Oct 06 19:46:14 +0000 2018,So how do we keep it up? #MUFC players should never forget this game.their brains should B carved with fans screams… https://t.co/WQl2SGpHmr
1048660691056562177,Spreadex Sports,Sat Oct 06 19:46:06 +0000 2018,The last time Manchester United won a home match in the Premier League after trailing by at least two goals was whe… https://t.co/3wFZn27WSm
1048660656545832960,Independent Sport,Sat Oct 06 19:45:58 +0000 2018,'I was laughing' - Rio Ferdinand snaps back at Jose Mourinho after he claims he is a victim at Manchester United… https://t.co/ch0LHSEmUE
1048660630876708864,Duke Mugerwa Ahmed,Sat Oct 06 19:45:52 +0000 2018,"Mourinho: “As I used to say nobody is important, only the club. It is not about me or the players. It is about the… https://t.co/Jk2ei5EPXt"
1048660615516979200,Bosco Fernandes,Sat Oct 06 19:45:48 +0000 2018,"Hopefully we can now kick on and start turning up consistently!
Photo Credits: @COPA90US
. 
. 
. 
#MUNNEW #MUFC #PL… https://t.co/q1l9Fvo0ht"
1048660602531590144,Son Of Sam,Sat Oct 06 19:45:45 +0000 2018,"By the way Manchester United, Valencia is not in d match squad after liking a post criticising mou......is just me… https://t.co/8YnAtdyj4g"
1048660583241924608,Your Future Husband,Sat Oct 06 19:45:40 +0000 2018,Lukaku: “Jose Mourinho seemed quite positive after the game but didn’t say too much. You don’t always need to point… https://t.co/uVo1bUzj9S
1048660577466368005,Samuel x,Sat Oct 06 19:45:39 +0000 2018,"All these ex United players honestly think the world owes them something, get over it, nobody owes that club shit,… https://t.co/KTLXdM5RdS"
1048660553810554881,Daniel Andrade,Sat Oct 06 19:45:33 +0000 2018,"Rio needs to be a coach in and around those players. 
That would boost them ridiculously. #mufc https://t.co/ShMhZyEcbU"
1048660518112825344,Chirayu Desai,Sat Oct 06 19:45:25 +0000 2018,"Meanwhile, Manchester United's comeback win has casted a huge shadow on a certain European Spanish giant's loss tod… https://t.co/1cPeGbdsLt"
1048660515805908994,DontMessWithMyMUFC,Sat Oct 06 19:45:24 +0000 2018,We are only 6 points off the top spot. That's only 2 games. One will lose tomorrlw. COME ON UNITED. Nobody (Only… https://t.co/3GLTDOmeQt
1048660506809184257,SAY IT WITH YOUR CHEST,Sat Oct 06 19:45:22 +0000 2018,"Half time : Mourinho out. 
Full time : What an amazing manger , I hope he signs a new contract. #MUFC"
1048660456515227648,#BookieBashing No1,Sat Oct 06 19:45:10 +0000 2018,Earn 2k monthly #Bookiebashing with #Freebets. SEE My profile LINK NOW for FREE video!! @ukbookiebash #jobs #York… https://t.co/qvg3HsdgOS
1048660440597848065,Krïs Hállàm,Sat Oct 06 19:45:06 +0000 2018,The guy has left Martial and Pogba on and thrown on Sanchez to be on the pitch for an unacceptable defeat so he cou… https://t.co/3LtEpu8TfC
1048660428275032064,Man Utd Latest,Sat Oct 06 19:45:03 +0000 2018,Marouane Fellaini reveals what Mourinho told Man Utd players before comeback vs Newcastle #mufc #ManUtd https://t.co/SadbIA0Jhf
1048660424277803013,Your Future Husband,Sat Oct 06 19:45:02 +0000 2018,"@FCBayernEN went behind and lost without scoring one goal. 
@realmadrid went behind and lost without scoring one go… https://t.co/e9BSdjELIk"
1048660419156406273,Nadia,Sat Oct 06 19:45:01 +0000 2018,What a comeback! Nice to get a win and and comeback from two goals down #MUFC
1048660413632733185,Fudgy - Si 🇾🇪,Sat Oct 06 19:45:00 +0000 2018,"United left it late but nicked all three points against Newcastle in a mental game, will the win ease the pressure… https://t.co/XEFt9x2PFE"
1048660407517368321,Kenza vote,Sat Oct 06 19:44:58 +0000 2018,"wow support song for all who is   sick https://t.co/z9McsIVzIy

#cancer  #kenzamorsli #love #support #cukur… https://t.co/gPbaGHXsZ4"
1048660394733182976,ᎯᏕᎿᏒᎾᎿᎻUᏁᎠᎬᏒ🐺,Sat Oct 06 19:44:55 +0000 2018,And the rest was history... 3-2 !!!!!#mufc https://t.co/ISeQruWgFD
1048660364257382401,Louie Jay Viller,Sat Oct 06 19:44:48 +0000 2018,The best way to win a game... the atmosphere was on fire tonight and limbs everywhere for that winning goal. 🔴🔥 #MUFC
1048660358121107456,_TALLBLACKBOY,Sat Oct 06 19:44:47 +0000 2018,"Forever united🔴🔴
#MUFC 
In hard times we keep our head up and show them we're the red soldiers 
Next six matches ar… https://t.co/6aGe9HPQvS"
1048660325271257090,Not THAT Mr.T,Sat Oct 06 19:44:39 +0000 2018,"Looking back on that game, we pulled it out last minute but it will be forgotten  that Matic, Rashford &amp; Smelling s… https://t.co/Xbu5FnJ3US"
1048660319260868609,Fresh Boss,Sat Oct 06 19:44:37 +0000 2018,"All eyes were totally on @ManUtd today &amp; nobody noticed that Real Madrid &amp; Bayern lost 1:0 &amp; 3:0 respectively, Man… https://t.co/D3424JWWhN"
1048660304245153792,KENARD European&Proud,Sat Oct 06 19:44:34 +0000 2018,@AndyHearn09 @Shaunmeatballs #MUFC deserve better that the special one. Aged 54 he should be at his peak.
1048660282640400386,Harry Stacey,Sat Oct 06 19:44:29 +0000 2018,Say what you like about all our troubles! I’m absolutely buzzing tonight #MUFC
1048660274952192000,Marv Souta,Sat Oct 06 19:44:27 +0000 2018,Well done #Mufc
1048660254597308419,Mark marcus North,Sat Oct 06 19:44:22 +0000 2018,Bayern Munich are now winless in four matches after a heavy defeat at home to Borussia Monchengladbach #mufc
1048660242437947402,kelvin,Sat Oct 06 19:44:19 +0000 2018,"Wanted this win so much so that Manchester United haters would shut their mouths. 
#MUFC #GGMU #MUNNEW"
1048660228215136256,Reg Bertrand,Sat Oct 06 19:44:16 +0000 2018,"Still looking for a change, looking to Zidane #mufc https://t.co/HiQP82WoPx"
1048660226956771329,Ricky,Sat Oct 06 19:44:15 +0000 2018,"@juanmata8 was brilliant today. The hunger and desire to keep the intensity, all this stuff you don't see on the te… https://t.co/ceko5Ei0tY"
1048660213203488768,Matt The MUFC Fan,Sat Oct 06 19:44:12 +0000 2018,"Did the cross that assisted Sanchez's winner grant Youngy redemption?...Judges?...

Yes, but only just 👍

Great exa… https://t.co/eDjPd9zAf6"
1048660201707065344,BLONDE AMBITIONZ,Sat Oct 06 19:44:09 +0000 2018,#MUFC https://t.co/mD4W3kRwkM #Luxury all the way!
